challenge_id,challenge_name,status,prize,days_length,reg_start,reg_end,reg_date,no_of_reg
30048551,"TC API - Add Round Question Answer API Update",Completed,30,31,2015-01-22,2015-02-21,2015-01-22,2
30048552,"TC API - Modify Round Question Answer API Update",Completed,30,31,2015-01-22,2015-02-21,2015-01-22,2
30048553,"TC API - Modify Round Question API Update",Completed,30,31,2015-01-22,2015-02-21,2015-01-22,2
30048589,"Web Arena - Add Sponsorship Logo Configs",Completed,50,31,2015-01-25,2015-02-24,2015-01-25,2
30048589,"Web Arena - Add Sponsorship Logo Configs",Completed,50,31,2015-01-25,2015-02-24,2015-01-26,2
30048589,"Web Arena - Add Sponsorship Logo Configs",Completed,50,31,2015-01-25,2015-02-24,2015-01-27,1
30048589,"Web Arena - Add Sponsorship Logo Configs",Completed,50,31,2015-01-25,2015-02-24,2015-01-30,1
30048593,"Web Arena - Update Set Terms Dialog",Completed,80,31,2015-01-25,2015-02-24,2015-01-25,2
30048593,"Web Arena - Update Set Terms Dialog",Completed,80,31,2015-01-25,2015-02-24,2015-01-26,2
30048594,"TopCoder Competition Engine - Support Instant Match Type",Completed,200,31,2015-01-26,2015-02-25,2015-01-26,8
30048594,"TopCoder Competition Engine - Support Instant Match Type",Completed,200,31,2015-01-26,2015-02-25,2015-01-27,1
30048742,"Web Arena - Support Match Brackets Addon in Coding Page",Completed,100,31,2015-01-30,2015-03-01,2015-01-30,6
30048756,"TC 3.0 VM Update - Setup Cloud9 IDE for Arena Codebase",Completed,100,31,2015-01-31,2015-03-02,2015-01-31,5
30048779,"TopCoder Competition Engine - Code Analysis for Last Event Data",Completed,80,31,2015-02-02,2015-03-04,2015-02-02,7
